isp_index,cell_type,condition,glutathione_metabolism,fatty_acid_elongation,iron_metabolism
-0.670624394553363,Endothelial,Sham,-0.07028112449799198,-0.028225806451612902,0.18800000000000003
-0.5803137150894903,Pericyte,Sham,1.072289156626506,-0.020161290322580645,1.94
0.45492459145681,Endothelial,Sham,0.07228915662650603,-0.0967741935483871,6.4
-0.5412295699022714,Endothelial,Sham,0.13855421686746988,0.13440860215053763,0.8039999999999999
-1.0376061847137075,Endothelial,Sham,-0.2971887550200803,-0.06854838709677419,0.6799999999999999
-1.0516615979047603,Microglia,Sham,-0.26104417670682734,-0.03225806451612903,0.48000000000000004
-0.7874782834271824,Endothelial,Sham,-0.04417670682730923,-0.06048387096774194,0.728
-0.9859811037492163,Microglia,Sham,-0.17871485943775103,0.11424731182795697,1.324
-0.36159129280452396,Endothelial,Sham,-0.27309236947791166,0.06586021505376344,1.424
-0.5998956423518833,Endothelial,Sham,-0.002008032128514081,-0.04838709677419355,2.42
-0.811258235801459,Endothelial,Sham,-0.12248995983935743,-0.04032258064516129,1.2160000000000002
-0.7109573193624713,Microglia,Sham,0.18072289156626503,-0.036290322580645164,2.16
-1.022434840796711,Microglia,Sham,-0.12248995983935743,-0.04838709677419355,0.296
-0.7984677343717513,GABAergic,Sham,0.13453815261044177,-0.03225806451612903,2.896
-1.0439884084002655,GABAergic,Sham,2.2028112449799195,-0.11290322580645161,7.720000000000001
-0.5966144913616922,Astrocyte,Sham,0.36947791164658633,-0.05241935483870968,3.072
-0.6893806259133353,Endothelial,Sham,0.10441767068273092,-0.04838709677419355,3.2520000000000002
-0.7882297856814793,Endothelial,Sham,0.37349397590361444,-0.036290322580645164,2.688
-0.2886838187095351,Endothelial,Sham,-0.36345381526104414,-0.09274193548387097,4.024
-1.022434840796711,Microglia,Sham,-0.30120481927710846,-0.04435483870967742,0.64
-0.6390329270974804,Endothelial,Sham,0.040160642570281124,-0.024193548387096774,1.296
-0.7096664287558637,Microglia,Sham,-0.07429718875502012,-0.07661290322580645,3.088
-0.8727407048451193,Endothelial,Sham,0.08634538152610444,-0.05241935483870968,0.36400000000000005
-0.7275102917973029,Endothelial,Sham,0.5,0.1303763440860215,1.612
-0.7495897783034747,Endothelial,Sham,0.3835341365461848,-0.08870967741935484,0.6799999999999999
-0.663795961301755,Endothelial,Sham,-0.3534136546184739,0.11424731182795697,1.04
-0.7443289620240259,Endothelial,Sham,0.4156626506024097,-0.04435483870967742,2.0
-0.6562501440120404,Microglia,Sham,-0.10843373493975905,-0.03225806451612903,2.288
-0.7376103258441661,Endothelial,Sham,0.19277108433734935,-0.04435483870967742,0.31200000000000006
-0.9553727181233318,Endothelial,Sham,-0.05622489959839361,-0.056451612903225805,0.6
-0.9468969585619975,Microglia,Sham,-0.13052208835341364,-0.04032258064516129,0.45600000000000007
0.09628571196185433,Endothelial,Sham,0.05823293172690769,-0.14516129032258066,3.0
