protein_A,protein_B,score
SERPINE1,IL10,0
IL10,SERPINE1,0
IL10,NFKB1,0
IL10,JUN,0
JUN,MMP13,0
VEGFA,IL10,0
JAK2,IL10,0
IL10,JAK2,0
STAT1,IL10,0
IL10,STAT1,0
TNFRSF1A,IL10,0
IL10,TNFRSF1A,0
PTGS2,IL10,0
IL10,PTGS2,0
IL10,VEGFA,0
JUN,IL10,0
MTOR,IL10,0
IL10,MTOR,0
TIMP1,IL10,0
IL10,TIMP1,0
MMP3,IL10,0
IL10,MMP3,0
VCAM1,IL10,0
IL10,VCAM1,0
SIRT1,IL10,0
IL10,SIRT1,0
TIMP2,IL10,0
IL6,MMP13,0
MMP13,TIMP2,0
TIMP1,MMP13,0
MMP13,TIMP1,0
MMP3,MMP13,0
MMP13,MMP3,0
MMP13,IL1B,0
IL1B,MMP13,0
MMP13,IL6,0
TNF,MMP13,0
IL10,TIMP2,0
MMP13,TNF,0
PTGS2,MMP13,0
MMP13,PTGS2,0
MMP13,MMP10,0
MMP10,MMP13,0
STAT3,MMP13,0
MMP13,STAT3,0
MMP13,JUN,0
TIMP2,MMP13,0
IL10,PARP1,0
PARP1,IL10,0
IL10,NOX4,0
MYC,IL10,0
IL10,MYC,0
TFRC,IL10,0
IL10,TFRC,0
MAPK8,IL10,0
IL10,MAPK8,0
KEAP1,IL10,0
IL10,KEAP1,0
PPARGC1A,IL10,0
IL10,PPARGC1A,0
SOD1,IL10,0
IL10,SOD1,0
S100A8,IL10,0
IL10,S100A8,0
RPS6KB1,IL10,0
IL10,RPS6KB1,0
NOX4,IL10,0
STAT1,PTEN,0
PTEN,PRKAA1,0
MMP9,IL10,0
MAPK14,MYC,0
IL10,MAPK14,0
RELA,MAPK14,0
MAPK14,RELA,0
SELE,MAPK14,0
MAPK14,SELE,0
SIRT1,MAPK14,0
MAPK14,SIRT1,0
MYC,MAPK14,0
NFKB1,MAPK14,0
MAPK14,NFE2L2,0
MAPK14,NFKB1,0
NOX4,MAPK14,0
MAPK14,NOX4,0
PARP1,MAPK14,0
MAPK14,PARP1,0
VCAM1,MAPK14,0
MAPK14,VCAM1,0
MAPK14,IL1A,0
MAPK14,IL10,0
NFE2L2,MAPK14,0
MAPK14,TNF,0
MAPK14,TLR4,0
IL6,MAPK14,0
MAPK14,IL1B,0
IL1B,MAPK14,0
VEGFA,MAPK14,0
MAPK14,VEGFA,0
STAT1,MAPK14,0
MAPK14,STAT1,0
TLR4,MAPK14,0
STAT3,MAPK14,0
MAPK14,PTEN,0
MAPK14,STAT3,0
PTGS2,MAPK14,0
MAPK14,PTGS2,0
MTOR,MAPK14,0
MAPK14,MTOR,0
MMP9,MAPK14,0
MAPK14,MMP9,0
PTEN,MAPK14,0
IL1A,MAPK14,0
MAPK14,KEAP1,0
KEAP1,MAPK14,0
TSC2,MAPK14,0
TIMP1,MAPK14,0
MAPK14,TIMP1,0
NLRP3,MAPK14,0
MAPK14,NLRP3,0
MDM2,MAPK14,0
MAPK14,MDM2,0
MMP2,MAPK14,0
MAPK14,MMP2,0
MAPK14,TSC2,0
MMP13,MAPK14,0
TFAM,MAPK14,0
MAPK14,TFAM,0
MAPK14,IRF1,0
IRF1,MAPK14,0
TERT,MAPK14,0
MAPK14,TERT,0
TIMP2,MAPK14,0
MAPK14,TIMP2,0
MAPK14,SOD1,0
SOD1,MAPK14,0
MAP1LC3B,MAPK14,0
MAPK14,MAP1LC3B,0
MAPK14,MMP13,0
MAPK14,IL18,0
IL18,MAPK14,0
TNFRSF1A,MAPK14,0
MAPK14,TNFRSF1A,0
SNAI1,MAPK14,0
MAPK14,SNAI1,0
MMP3,MAPK14,0
MAPK14,MMP3,0
RB1,MAPK14,0
MAPK14,RB1,0
SERPINE1,MAPK14,0
MAPK14,SERPINE1,0
SQSTM1,MAPK14,0
MAPK14,SQSTM1,0
MAPK14,LMNB1,0
LMNB1,MAPK14,0
MAPK14,IL6,0
TNF,MAPK14,0
PRKAA1,PTEN,0
VCAM1,PTEN,0
PTEN,PRKAA2,0
PRKAA2,PTEN,0
SIRT6,PTEN,0
PTEN,SIRT6,0
SERPINE1,PTEN,0
PTEN,SERPINE1,0
TIMP1,PTEN,0
PTEN,TIMP1,0
PTEN,VCAM1,0
PTEN,PRKDC,0
PTEN,PRNP,0
PRNP,PTEN,0
VDAC3,VDAC2,0
VDAC2,VDAC3,0
TIMP1,MMP12,0
MMP12,TIMP1,0
TIMP2,MMP12,0
MMP12,TIMP2,0
PRKDC,PTEN,0
MAP1LC3A,PTEN,0
MAPK14,MAPK8,0
SQSTM1,PTEN,0
PTEN,MAP1LC3B,0
MAP1LC3B,PTEN,0
PTEN,PPARGC1A,0
PPARGC1A,PTEN,0
RELA,PTEN,0
PTEN,RELA,0
RAD51,PTEN,0
PTEN,RAD51,0
PTEN,SQSTM1,0
PTEN,MAP1LC3A,0
TERF1,PTEN,0
PTEN,TERF1,0
PTEN,NOX4,0
NOX4,PTEN,0
PTEN,MMP3,0
MMP3,PTEN,0
PTEN,NFKB1,0
NFKB1,PTEN,0
MMP3,MMP12,0
MMP12,MMP3,0
TNF,MMP12,0
JUN,MAPK14,0
MMP12,STAT3,0
PTGS2,MMP12,0
MMP12,PTGS2,0
TLR4,MMP12,0
MMP12,TLR4,0
VEGFA,MMP12,0
MMP12,VEGFA,0
MAPK14,JUN,0
PPARGC1A,MAPK14,0
MMP12,TNF,0
MAPK14,PPARGC1A,0
MAPK14,MAPK1,0
MAPK1,MAPK14,0
MAPK3,MAPK14,0
MAPK14,MAPK3,0
MAX,MAPK14,0
MAPK14,MAX,0
MAPK8,MAPK14,0
STAT3,MMP12,0
JUN,MMP12,0
MMP12,JUN,0
MMP12,SERPINE1,0
MMP12,IL1B,0
IL1B,MMP12,0
MMP12,IL6,0
IL6,MMP12,0
MMP9,MMP12,0
MMP12,MMP9,0
MMP13,MMP12,0
MMP12,MMP13,0
MMP12,IL10,0
IL10,MMP12,0
MMP12,MMP10,0
MMP10,MMP12,0
MMP12,IL1A,0
IL1A,MMP12,0
MMP2,MMP12,0
MMP12,MMP2,0
SERPINE1,MMP12,0
IL10,MMP9,0
IL10,STAT3,0
FOXO3,H2AX,0
SIRT6,TERT,0
MDM4,TERT,0
VEGFA,TERT,0
TERT,VEGFA,0
TERT,JAK2,0
JAK2,TERT,0
TERT,JUN,0
JUN,TERT,0
TERT,SIRT6,0
TERT,NFE2L2,0
MAPK3,TERT,0
NFE2L2,TERT,0
TERT,SNAI1,0
SNAI1,TERT,0
XRCC1,TERT,0
TERT,XRCC1,0
RAD50,NBN,0
NBN,RAD50,0
RAD51,RAD50,0
TERT,MDM4,0
TERT,MAPK3,0
STAT3,TERT,0
RPS6KB1,TERT,0
PRKDC,TERT,0
TERT,SIRT1,0
SIRT1,TERT,0
TERT,RELA,0
RELA,TERT,0
TSC1,TERT,0
TERT,TSC1,0
TERT,RPS6KB1,0
TERT,RAD51,0
LIG4,TERT,0
RAD51,TERT,0
TERT,PARP1,0
PARP1,TERT,0
TNF,TERT,0
TERT,TNF,0
TERT,IL6,0
IL6,TERT,0
TERT,LIG4,0
RAD50,RAD51,0
WRN,RAD50,0
RAD50,WRN,0
NBN,MDM2,0
MDM2,IRF1,0
IRF1,MDM2,0
MDM2,JUN,0
JUN,MDM2,0
MYC,MDM2,0
MDM2,MYC,0
SNAI1,MDM2,0
MDM2,SNAI1,0
MDM2,NBN,0
RAD50,LIG3,0
PARP1,MDM2,0
MDM2,PARP1,0
RELA,MDM2,0
MDM2,RELA,0
TERT,MDM2,0
MDM2,TERT,0
MTOR,MDM2,0
MDM2,MTOR,0
MDM2,RB1,0
RB1,MDM2,0
MDM2,MDM4,0
MDM4,MDM2,0
LIG3,RAD50,0
RAD50,PRKDC,0
PRKDC,RAD50,0
XRCC1,RAD50,0
RAD50,XRCC1,0
RAD50,LIG4,0
LIG4,RAD50,0
TERT,RAD50,0
RAD50,TERT,0
RAD50,PARP1,0
PARP1,RAD50,0
TERF2,RAD50,0
RAD50,TERF2,0
RAD50,PCNA,0
PCNA,RAD50,0
RAD50,MAPK8,0
MAPK8,RAD50,0
TERT,PRKDC,0
TERT,STAT3,0
MDM2,RPS6KB1,0
TLR4,MAPK8,0
MAPK8,IL6,0
IL6,MAPK8,0
MAPK8,IL1B,0
IL1B,MAPK8,0
TNF,MAPK8,0
MAPK8,TNF,0
STAT3,MAPK8,0
MAPK8,STAT3,0
MAPK8,TLR4,0
RELA,MAPK8,0
PTGS2,MAPK8,0
MAPK8,PTGS2,0
MTOR,MAPK8,0
MAPK8,MTOR,0
SIRT1,MAPK8,0
MAPK8,SIRT1,0
NFE2L2,MAPK8,0
MAPK8,NFE2L2,0
MAPK8,RELA,0
MAPK8,NFKB1,0
MTOR,TERT,0
SQSTM1,MYC,0
MYC,IRF1,0
IRF1,MYC,0
VCAM1,MYC,0
MYC,VCAM1,0
WRN,MYC,0
MYC,WRN,0
TERF1,MYC,0
MYC,TERF1,0
MYC,SQSTM1,0
NFKB1,MAPK8,0
SIRT1,RB1,0
RB1,SIRT1,0
RB1,MDM4,0
MDM4,RB1,0
RB1,MYC,0
MYC,RB1,0
MAPK8,JUN,0
JUN,MAPK8,0
STAT1,MAPK8,0
MAPK8,STAT1,0
MAPK8,JAK2,0
TFRC,VDAC2,0
MAPK8,SQSTM1,0
PPARGC1A,MAPK8,0
MAPK8,PPARGC1A,0
VDAC2,NCOA4,0
NCOA4,VDAC2,0
VDAC2,SLC7A11,0
SLC7A11,VDAC2,0
VDAC2,TFRC,0
TERT,TERF1,0
JAK2,MAPK8,0
TERF1,TERT,0
TERT,TERF2,0
TERF2,TERT,0
TERT,MYC,0
MYC,TERT,0
WRN,TERT,0
TERT,WRN,0
TERT,MTOR,0
SQSTM1,MAPK8,0
KEAP1,MAPK8,0
MAPK8,KEAP1,0
IL1A,MAPK8,0
MYC,MAPK8,0
MAPK8,MYC,0
NBN,MAPK8,0
MAPK8,NBN,0
PARP1,MAPK8,0
MAPK8,PARP1,0
TNFRSF1A,MAPK8,0
MAPK8,TNFRSF1A,0
MAPK8,MAPK3,0
MAPK3,MAPK8,0
MAPK8,MAPK1,0
MAPK1,MAPK8,0
MAPK8,MAP1LC3B,0
MAP1LC3B,MAPK8,0
MAPK8,IL18,0
IL18,MAPK8,0
MAPK8,IL1A,0
RPS6KB1,MDM2,0
STAT3,MDM2,0
STAT3,IL10,0
MMP9,PPARGC1A,0
MMP9,SQSTM1,0
NLRP3,MMP9,0
MMP9,NLRP3,0
MMP9,KEAP1,0
KEAP1,MMP9,0
SOD1,MMP9,0
MMP9,SOD1,0
PPARGC1A,MMP9,0
MMP9,MAPK1,0
MIF,MMP9,0
MAPK1,MMP9,0
TERT,MMP9,0
MMP9,TERT,0
TIMP2,MMP2,0
MMP2,TIMP2,0
TIMP2,MMP9,0
MMP9,TIMP2,0
TIMP2,MMP3,0
SQSTM1,MMP9,0
MMP9,MIF,0
MMP9,SIRT1,0
MMP9,PARP1,0
MMP9,MTOR,0
NFE2L2,MMP9,0
MMP9,NFE2L2,0
NFKB1,MMP9,0
MMP9,NFKB1,0
MMP9,MMP10,0
MMP10,MMP9,0
PARP1,MMP9,0
NOX4,MMP9,0
MMP9,RPS6KB1,0
MMP9,NOX4,0
PRNP,MMP9,0
MMP9,PRNP,0
MMP9,MDM2,0
MDM2,MMP9,0
S100A8,MMP9,0
MMP9,S100A8,0
RPS6KB1,MMP9,0
MMP3,TIMP2,0
TIMP2,MMP10,0
MMP10,TIMP2,0
IL6,IL10,0
TIMP2,MAPK3,0
MAPK3,TIMP2,0
VCAM1,TIMP2,0
TIMP2,VCAM1,0
TIMP2,STAT3,0
STAT3,TIMP2,0
IL1B,IL10,0
IL10,IL1B,0
IL10,IL6,0
TIMP2,IL6,0
TNF,IL10,0
IL10,TNF,0
IL1A,IL10,0
IL10,IL1A,0
TLR4,IL10,0
IL10,TLR4,0
IL18,IL10,0
IL10,IL18,0
JUN,TIMP2,0
TIMP2,JUN,0
SIRT1,TIMP2,0
TIMP2,SIRT1,0
IL6,TIMP2,0
TIMP2,IGFBP7,0
IGFBP7,TIMP2,0
TIMP2,TIMP1,0
TIMP1,TIMP2,0
VEGFA,TIMP2,0
TIMP2,VEGFA,0
TNF,TIMP2,0
TIMP2,TNF,0
TIMP2,IL1B,0
IL1B,TIMP2,0
TIMP2,SERPINE1,0
SERPINE1,TIMP2,0
TIMP2,PTGS2,0
PTGS2,TIMP2,0
TIMP2,IL1A,0
IL1A,TIMP2,0
MTOR,MMP9,0
SIRT1,MMP9,0
MDM2,STAT3,0
STAT1,MDM2,0
PTGS2,MDM2,0
MDM2,PTGS2,0
PRKAA1,MDM2,0
MDM2,PRKAA1,0
SIRT6,MDM2,0
MDM2,SIRT6,0
MDM2,KEAP1,0
KEAP1,MDM2,0
MDM2,STAT1,0
SESN2,MDM2,0
NFE2L2,MDM2,0
MDM2,NFE2L2,0
TSC1,MDM2,0
MDM2,TSC1,0
TIMP1,MMP9,0
MMP9,TIMP1,0
VEGFA,MMP9,0
MMP9,VEGFA,0
MDM2,SESN2,0
IL6,MDM2,0
MMP9,STAT1,0
PRKDC,MDM2,0
SIRT1,MDM2,0
MDM2,SIRT1,0
NFKB1,MDM2,0
MDM2,NFKB1,0
MDM2,LIG4,0
LIG4,MDM2,0
TNF,MDM2,0
MDM2,TNF,0
MDM2,PRKDC,0
MDM2,IL6,0
TSC2,MDM2,0
MDM2,TSC2,0
MDM2,JAK2,0
JAK2,MDM2,0
VEGFA,MDM2,0
MDM2,VEGFA,0
MDM2,MAPK3,0
MAPK3,MDM2,0
MMP9,MMP3,0
MMP3,MMP9,0
MMP9,MMP2,0
MMP9,SELE,0
MAPK3,MMP9,0
MYC,MMP9,0
MMP9,MYC,0
TNFRSF1A,MMP9,0
MMP9,TNFRSF1A,0
MMP9,IL1A,0
IL1A,MMP9,0
SELE,MMP9,0
MMP9,JAK2,0
MMP2,MMP9,0
JAK2,MMP9,0
RELA,MMP9,0
MMP9,RELA,0
MMP9,IL18,0
IL18,MMP9,0
MMP9,MAPK8,0
MAPK8,MMP9,0
STAT1,MMP9,0
MMP9,MAPK3,0
MMP9,VCAM1,0
VCAM1,MMP9,0
JUN,MMP9,0
MMP9,IL1B,0
IL1B,MMP9,0
TLR4,MMP9,0
MMP9,TLR4,0
TNF,MMP9,0
MMP9,TNF,0
MMP9,IL6,0
IL6,MMP9,0
STAT3,MMP9,0
MMP9,STAT3,0
SERPINE1,MMP9,0
MMP9,SERPINE1,0
PTGS2,MMP9,0
MMP9,PTGS2,0
SNAI1,MMP9,0
MMP9,SNAI1,0
MMP9,JUN,0
TSC1,MAPK14,0
MAPK14,TSC1,0
PRNP,MAPK14,0
CDKN1B,CCND1,0
HDAC1,CHEK2,0
CHEK2,HDAC1,0
CHEK2,CDKN2B,0
CDKN2B,CHEK2,0
HSP90AA1,CHEK2,0
CHEK2,HSP90AA1,0
CDKN1B,CDK6,0
CDK6,CDKN1B,0
CCND1,CDKN1B,0
CHEK2,CDK6,0
CDKN1B,CCNE1,0
CCNE1,CDKN1B,0
CDKN1B,CDKN1A,0
CDKN1A,CDKN1B,0
CDKN1B,CCNB1,0
CCNB1,CDKN1B,0
E2F1,CDKN1B,0
CDKN1B,E2F1,0
CDK6,CHEK2,0
CHEK2,HERC2,0
CHEK2,ATR,0
CHEK2,BLM,0
CHEK2,CHEK1,0
CHEK1,CHEK2,0
CHEK2,CCNB1,0
CCNB1,CHEK2,0
CHEK2,CCNE1,0
CCNE1,CHEK2,0
CHEK2,CDKN1A,0
CDKN1A,CHEK2,0
BLM,CHEK2,0
HERC2,CHEK2,0
FOXO3,CHEK2,0
CHEK2,FOXO3,0
CHEK2,CDKN2A,0
CDKN2A,CHEK2,0
E2F1,CHEK2,0
CHEK2,E2F1,0
CHEK2,CCND1,0
CCND1,CHEK2,0
CDKN2B,CDKN1B,0
CDKN1B,CDKN2B,0
FOXO3,CDKN1B,0
ATM,IFNG,0
CD74,IFNG,0
IFNG,CCND1,0
CCND1,IFNG,0
IFNG,HSP90AA1,0
HSP90AA1,IFNG,0
IFNG,BECN1,0
BECN1,IFNG,0
IFNG,ATM,0
IFNG,FOXO3,0
CDKN1B,FOXO3,0
FOXO3,IFNG,0
IFNG,CDKN2A,0
CDKN2A,IFNG,0
IFNG,HDAC1,0
HDAC1,IFNG,0
IFNG,CDKN1A,0
CDKN1A,IFNG,0
IFNG,ATG7,0
IFNG,CD74,0
HMGB1,IFNG,0
IFNG,HMGB1,0
ICAM1,IFNG,0
CDKN1B,ATM,0
ATM,CDKN1B,0
E2F3,CDKN1B,0
CDKN1B,E2F3,0
CDKN2A,CDKN1B,0
CDKN1B,CDKN2A,0
CHEK2,CDKN1B,0
CDKN1B,CHEK2,0
HDAC1,CDKN1B,0
CDKN1B,HDAC1,0
EP300,CDKN1B,0
CDKN1B,EP300,0
CHEK1,CDKN1B,0
CDKN1B,CHEK1,0
HSP90AA1,CDKN1B,0
CDKN1B,HSP90AA1,0
IFNG,ICAM1,0
ATR,CHEK2,0
ATM,CHEK2,0
IFNG,CDKN1B,0
CBS,GSS,0
HMGB1,ICAM1,0
HMGB1,HDAC1,0
HDAC1,HMGB1,0
HMGB1,ATG7,0
ATG7,HMGB1,0
GSS,GPX4,0
GPX4,GSS,0
GSS,CBS,0
CDK6,CCNB1,0
HMGB1,HSP90AA1,0
CCNB1,CDK6,0
CDKN1A,CCNB1,0
CCNB1,CDKN1A,0
CHEK1,CCNB1,0
CCNB1,CHEK1,0
CCNE1,CCNB1,0
CCNB1,CCNE1,0
E2F1,CCNB1,0
ICAM1,HMGB1,0
HSP90AA1,HMGB1,0
CHEK2,ATM,0
CCND1,CRYAB,0
BECN1,CCND1,0
FOXO3,CCND1,0
CCND1,FOXO3,0
CHEK1,CCND1,0
CCND1,CHEK1,0
HMGA2,CCND1,0
CCND1,HMGA2,0
CRYAB,CCND1,0
CCND1,ATG7,0
BECN1,HMGB1,0
ATG7,CCND1,0
ICAM1,CCND1,0
CCND1,ICAM1,0
ICAM1,CD74,0
CD74,ICAM1,0
ICAM1,CDKN1A,0
CDKN1A,ICAM1,0
HMGB1,BECN1,0
CCNB1,E2F1,0
CCNB1,ATR,0
ATR,CCNB1,0
HSP90AA1,EP300,0
EP300,ATF4,0
ATF4,EP300,0
EP300,CCND1,0
CCND1,EP300,0
EP300,ATM,0
ATM,EP300,0
EP300,E2F1,0
E2F1,EP300,0
EP300,HSP90AA1,0
CCND1,CCNB1,0
EP300,CDKN1A,0
CDKN1A,EP300,0
EP300,CDKN2A,0
CDKN2A,EP300,0
EP300,CDK6,0
CDK6,EP300,0
EP300,CDKN2B,0
CDKN2B,EP300,0
EP300,FOXO3,0
FOXO3,EP300,0
EP300,HDAC1,0
HDAC1,EP300,0
CCNB1,CCND1,0
CCNB1,ATM,0
ATM,CCNB1,0
CDKN2A,CCNB1,0
CCNB1,CDKN2A,0
E2F3,CCNB1,0
CCNB1,E2F3,0
HDAC1,CCNB1,0
CCNB1,HDAC1,0
FOXO3,CCNB1,0
CCNB1,FOXO3,0
CDKN2B,CCNB1,0
CCNB1,CDKN2B,0
HSP90AA1,CCNB1,0
CCNB1,HSP90AA1,0
CCNB1,BECN1,0
BECN1,CCNB1,0
ATG7,IFNG,0
CDKN1B,IFNG,0
MAPK14,PRNP,0
HMGB1,FN1,0
FN1,COL3A1,0
COL3A1,FN1,0
ICAM1,FN1,0
FN1,ICAM1,0
IFNG,FN1,0
FN1,IFNG,0
FN1,CCND1,0
CCND1,FN1,0
FN1,HMGB1,0
HMGA1,FOXO1,0
FN1,CDKN2A,0
CDKN2A,FN1,0
FN1,CREB1,0
CREB1,FN1,0
HSP90AA1,FN1,0
FN1,HSP90AA1,0
FN1,CDKN1A,0
CDKN1A,FN1,0
FOXO1,HMGA1,0
CCNE1,FOXO1,0
FOXO1,CDKN1B,0
FOXO4,FOXO1,0
HSP90AA1,FOXO1,0
FOXO1,HSP90AA1,0
FOXO1,BECN1,0
BECN1,FOXO1,0
FOXO1,ATF4,0
ATF4,FOXO1,0
FOXO1,BNIP3,0
BNIP3,FOXO1,0
FOXO1,FOXO4,0
FOXO1,CCNE1,0
IFNG,FOXO1,0
FOXO1,IFNG,0
FOXO1,CCNB1,0
CCNB1,FOXO1,0
FOXO1,CDK6,0
CDK6,FOXO1,0
FOXO1,CDKN2A,0
CDKN2A,FOXO1,0
HMGA2,FN1,0
FN1,HMGA2,0
FN1,CCNE1,0
H2AX,HSP90AA1,0
CCNE1,H2AX,0
H2AX,E2F1,0
E2F1,H2AX,0
HERC2,H2AX,0
H2AX,HERC2,0
H2AX,CCND1,0
CCND1,H2AX,0
HSP90AA1,H2AX,0
H2AX,CDK6,0
CCNE1,FN1,0
CDK6,H2AX,0
H2AX,CDKN1B,0
CDKN1B,H2AX,0
HMGA2,H2AX,0
H2AX,HMGA2,0
HMGB1,H2AX,0
H2AX,HMGB1,0
H2AX,FOXO3,0
H2AX,CCNE1,0
CDKN2A,H2AX,0
H2AX,CDKN2A,0
CDKN1A,H2AX,0
FN1,CDKN1B,0
CDKN1B,FN1,0
H2AX,ATM,0
ATM,H2AX,0
H2AX,CCNB1,0
CCNB1,H2AX,0
H2AX,CHEK2,0
CHEK2,H2AX,0
H2AX,ATR,0
ATR,H2AX,0
H2AX,BLM,0
BLM,H2AX,0
H2AX,CHEK1,0
CHEK1,H2AX,0
HDAC1,H2AX,0
H2AX,HDAC1,0
H2AX,CDKN1A,0
CDKN1B,FOXO1,0
CDKN1A,FOXO1,0
EP300,CREB1,0
BECN1,CREB1,0
CREB1,ICAM1,0
CREB1,CDKN1A,0
CDKN1A,CREB1,0
CREB1,CDKN1B,0
CDKN1B,CREB1,0
HMGB1,CREB1,0
CREB1,HMGB1,0
CREB1,BECN1,0
FOXO4,EP300,0
CREB1,HSP90AA1,0
EP300,FOXO4,0
FOXO4,FOXO3,0
FOXO3,FOXO4,0
FOXO4,CDKN1B,0
CDKN1B,FOXO4,0
FOXO4,ATG7,0
ATG7,FOXO4,0
FOXO4,CDKN1A,0
ICAM1,CREB1,0
HSP90AA1,CREB1,0
FOXO1,CDKN1A,0
CCND1,CREB1,0
CREB1,EP300,0
CREB1,ATF4,0
ATF4,CREB1,0
FTH1,CREB1,0
CREB1,FTH1,0
HDAC1,CREB1,0
CREB1,HDAC1,0
CREB1,CCND1,0
FOXO3,CREB1,0
CDKN2A,CREB1,0
CREB1,FOXO3,0
E2F1,CREB1,0
CREB1,E2F1,0
IFNG,CREB1,0
CREB1,IFNG,0
CREB1,ATM,0
ATM,CREB1,0
CREB1,CDKN2A,0
CDKN1A,FOXO4,0
FOXO4,BNIP3,0
BNIP3,FOXO4,0
FOXO1,EP300,0
CDKN2A,ATF2,0
ATF2,CDKN2A,0
FOXO1,ATG7,0
ATG7,FOXO1,0
FOXO3,FOXO1,0
FOXO1,FOXO3,0
FOXO1,CREB1,0
CREB1,FOXO1,0
EP300,FOXO1,0
HSP90AA1,FOXO4,0
FOXO1,CCND1,0
CCND1,FOXO1,0
HDAC1,FOXO1,0
FOXO1,HDAC1,0
FOXO1,E2F1,0
E2F1,FOXO1,0
FOXO1,ATM,0
ATM,FOXO1,0
ATF2,ATM,0
ATM,ATF2,0
ATF2,CCND1,0
CCND1,ATF2,0
FOXO4,HSP90AA1,0
FOXO4,ATM,0
ATM,FOXO4,0
FOXO4,BECN1,0
BECN1,FOXO4,0
FOXO4,CCND1,0
CCND1,FOXO4,0
CREB1,ATF2,0
ATF2,CREB1,0
EP300,ATF2,0
ATF2,EP300,0
ATF4,ATF2,0
ATF2,ATF4,0
HMGA1,ATF2,0
ATF2,HMGA1,0
HDAC1,ATF2,0
ATF2,HDAC1,0
CCND1,BECN1,0
ATM,CCND1,0
CCND1,ATM,0
IL1B,PLIN2,0
TERT,TGFB1,0
TGFB1,IGFBP7,0
IGFBP7,TGFB1,0
PNPLA2,PLIN2,0
PLIN2,PNPLA2,0
SQSTM1,PLIN2,0
PLIN2,SQSTM1,0
PLIN2,IL1B,0
PRKAA2,PLIN2,0
RPS6KB1,TGFB1,0
PLIN2,PRKAA2,0
PLIN2,LPIN1,0
LPIN1,PLIN2,0
PPARGC1A,PLIN2,0
PLIN2,PPARGC1A,0
TNF,PLIN2,0
PLIN2,TNF,0
PLIN2,IL6,0
TGFB1,TERT,0
TGFB1,RPS6KB1,0
NFKB1,TGFB1,0
PPARGC1A,TGFB1,0
TGFB1,TSC2,0
TGFB1,S100A8,0
S100A8,TGFB1,0
TGFB1,MAPK8,0
MAPK8,TGFB1,0
TGFB1,SELE,0
SELE,TGFB1,0
TGFB1,PPARGC1A,0
TGFB1,RELA,0
MIF,TGFB1,0
RELA,TGFB1,0
TGFB1,NLRP3,0
NLRP3,TGFB1,0
TGFB1,KEAP1,0
KEAP1,TGFB1,0
TGFB1,MMP10,0
MMP10,TGFB1,0
TGFB1,MIF,0
IL6,PLIN2,0
PLIN2,MAP1LC3B,0
MAP1LC3B,PLIN2,0
CDK6,ATR,0
BLM,ATR,0
ATR,BLM,0
CHEK1,BLM,0
BLM,CHEK1,0
CDKN1A,CDK6,0
CDK6,CDKN1A,0
CHEK1,CDK6,0
CDK6,CHEK1,0
ATR,CDK6,0
MNT,MAX,0
CDK6,ATM,0
ATM,CDK6,0
HMGA2,CDK6,0
CDK6,HMGA2,0
HMGA2,CHEK1,0
CHEK1,HMGA2,0
HMGA2,ATM,0
ATM,HMGA2,0
ATM,BLM,0
BLM,ATM,0
ATM,HERC2,0
HERC2,ATM,0
MAX,MNT,0
MYC,MNT,0
MNT,MYC,0
CDKN1A,ATM,0
ATM,CDKN1A,0
ATR,ATM,0
ATM,ATR,0
CDKN1A,ATR,0
ATR,CDKN1A,0
CHEK1,ATR,0
ATR,CHEK1,0
CHEK1,ATM,0
ATM,CHEK1,0
CHEK1,CDKN1A,0
CDKN1A,CHEK1,0
ATM,ATG7,0
ATG7,ATM,0
TSC2,TGFB1,0
TGFB1,NFKB1,0
BNIP3,CCND1,0
TIMP1,TGFB1,0
TGFB1,IL1B,0
IL1B,TGFB1,0
TGFB1,MMP9,0
MMP9,TGFB1,0
TGFB1,IL10,0
IL10,TGFB1,0
TGFB1,STAT3,0
STAT3,TGFB1,0
TGFB1,TIMP1,0
TGFB1,IL6,0
TGFB1,SERPINE1,0
SERPINE1,TGFB1,0
TGFB1,SNAI1,0
SNAI1,TGFB1,0
TGFB1,MMP2,0
MMP2,TGFB1,0
VEGFA,TGFB1,0
TGFB1,VEGFA,0
IL6,TGFB1,0
TGFB1,TNF,0
TGFB1,TNFRSF1A,0
STEAP3,LPCAT3,0
SAT1,LPCAT3,0
LPCAT3,SAT1,0
NCOA4,LPCAT3,0
LPCAT3,NCOA4,0
SLC3A2,LPCAT3,0
LPCAT3,SLC3A2,0
SLC7A11,LPCAT3,0
LPCAT3,SLC7A11,0
LPCAT3,STEAP3,0
TNF,TGFB1,0
TFRC,LPCAT3,0
LPCAT3,TFRC,0
SLC40A1,LPCAT3,0
LPCAT3,SLC40A1,0
VDAC2,LPCAT3,0
LPCAT3,VDAC2,0
NFE2L2,LPCAT3,0
LPCAT3,NFE2L2,0
TGFB1,MAPK3,0
MAPK3,TGFB1,0
TGFB1,MAPK14,0
MMP12,TGFB1,0
PTEN,TGFB1,0
TGFB1,IL18,0
IL18,TGFB1,0
TGFB1,SIRT1,0
SIRT1,TGFB1,0
TGFB1,MTOR,0
MTOR,TGFB1,0
TGFB1,MMP12,0
TGFB1,NFE2L2,0
MAPK14,TGFB1,0
NFE2L2,TGFB1,0
TGFB1,JAK2,0
JAK2,TGFB1,0
TGFB1,STAT1,0
STAT1,TGFB1,0
TGFB1,SQSTM1,0
SQSTM1,TGFB1,0
