,GSM1509427,GSM1509428,GSM1509429,GSM1509430,GSM1509431,GSM1509422,GSM1509423,GSM1509424,GSM1509425,GSM1509426
ADCY6,10.6937,10.6632,10.7062,10.9605,10.8511,10.8002,10.8271,10.753,11.0071,10.8852
ADCY8,7.3147,9.2292,9.2491,9.5734,9.1372,10.401,10.0766,9.5373,9.6585,10.4685
ADCY9,8.5419,7.551,9.505,9.2919,8.8576,9.8207,9.6593,9.7124,9.1835,8.5225
ADCYAP1,8.7332,10.2867,10.7563,10.5667,9.8415,10.6951,11.2048,10.5342,10.9166,10.484
ADCYAP1R1,11.1665,11.7071,11.6045,11.96,11.582,12.3325,11.9883,11.8289,11.9937,12.4711
ADD1,11.733,12.0616,11.9483,11.91,12.0809,12.4798,12.3751,12.515,12.4814,12.5284
ADD2,4.3143,4.3732,2.5039,4.3702,4.0958,3.9261,5.3399,3.2829,4.502,4.6655
ADD3,13.6048,13.3649,13.5741,13.6255,13.5255,13.4685,13.2969,13.3235,13.4066,13.5014
ADH1,10.7304,8.5364,8.4663,10.0259,8.7403,6.0925,7.1955,6.3105,7.0076,6.888
ADH4,5.4112,5.3028,6.4207,5.7237,6.2328,5.5905,5.2329,5.9468,5.4266,6.231
ADH5,12.5786,12.266,12.4604,12.3725,12.3154,12.1667,11.7858,11.955,11.9612,12.1549
ADH6A,3.0737,4.6202,4.069,3.8132,3.9346,5.3719,5.1471,3.7064,3.4391,5.8805
ADH7,4.8251,3.0047,1.654,5.199,4.7901,3.0827,2.4687,3.5465,0.787,2.5467
ADHFE1,9.8043,10.559,10.7227,10.8904,10.5541,11.0968,11.0744,10.9208,11.2522,10.8846
ADI1,11.1446,11.2003,10.8992,11.3578,11.1803,10.6157,10.3912,10.6919,10.3751,10.974
ADIPOQ,5.9232,3.2547,5.0139,5.5337,6.2845,6.371,6.0161,5.6669,6.4543,7.3945
ADIPOR1,12.9965,12.6931,12.5948,12.6917,12.7214,12.0451,12.0628,12.0937,12.1918,12.2194
ADIPOR2,10.6504,9.7381,10.1742,9.8853,10.1482,9.6806,9.4769,9.5267,9.5159,9.1534
ADK,12.4822,12.4819,12.7077,12.7383,12.6012,12.815,12.7204,12.754,12.803,12.6605
ADM,10.171,7.8292,8.0968,8.6899,8.2195,5.7865,6.7645,6.594,6.8384,6.127
ADNP,12.7905,12.642,12.9884,12.7643,12.8913,12.9941,12.846,12.7002,12.8981,13.0403
ADNP2,10.1269,10.1264,9.9626,10.194,9.9074,10.3567,10.076,10.1872,10.3948,10.3903
ADO,5.7116,7.0843,5.97,6.7042,6.3631,6.3941,6.9005,7.5521,7.1462,7.0666
ADORA1,10.0344,10.1774,10.2905,10.2362,10.164,10.5744,10.5958,10.7717,10.662,10.4414
ADORA2A,8.0697,8.1766,7.9885,7.9911,8.2408,9.3465,7.7955,8.2717,8.5414,11.2771
ADORA2B,10.3442,9.3232,9.7116,9.9218,9.9875,9.5913,9.2054,9.0866,9.2669,9.5287
ADORA3,6.9504,8.0739,8.2147,7.0133,8.0807,6.4311,5.6776,6.6916,6.0758,6.0556
ADPGK,11.613,11.1555,11.3674,10.9293,11.647,9.6797,10.0689,11.5044,11.2349,11.0763
ADPRH,10.5044,10.6062,10.4466,10.4418,10.4416,10.3849,10.4086,10.4268,10.4784,10.7002
ADPRHL1,6.1677,6.4314,6.8927,7.2602,6.7829,7.3174,7.748,7.804,7.3018,6.8078
ADPRHL2,11.8004,11.1988,10.8408,11.4807,11.2743,11.223,10.9809,11.2615,11.2644,11.1635
ADPRM,11.0564,10.3672,10.6325,10.4277,10.3037,10.4642,10.2429,10.3553,10.2445,10.1245
ADRA1A,5.3598,5.7185,3.3283,3.7793,5.3703,4.6057,4.8546,6.296,3.9135,5.0506
ADRA1B,8.1765,9.3543,8.8127,8.9414,9.319,9.7576,9.6952,9.7468,9.8304,9.3207
ADRA1D,9.7307,9.0342,8.906,9.2436,9.1851,10.307,10.596,10.4967,10.555,9.6967
ADRA2A,10.3227,9.8441,9.5297,10.0065,9.8739,10.8153,10.3075,9.6614,10.0052,10.8687
ADRA2B,6.6022,5.4947,5.521,6.1931,6.2703,5.5993,6.2955,6.3868,5.8653,6.4261
ADRA2C,7.315,8.6445,7.1902,8.4531,8.4708,8.9681,8.9453,9.0504,8.8553,9.5905
ADRB1,6.1375,7.1426,6.9737,5.8573,6.4097,5.4624,6.7334,7.0362,7.2451,5.6314
ADRB2,9.5835,9.0466,9.3777,8.5105,9.1399,6.7228,7.058,6.7001,6.78,7.1514
ADRB3,5.5626,6.8939,6.7904,6.6246,6.658,6.9039,7.0062,7.2784,7.5049,6.9499
ADRBK1,9.1465,9.3855,9.3075,8.9451,9.1985,9.0324,9.1914,9.1288,9.3983,9.0258
ADRBK2,6.3771,6.9035,4.3262,6.4035,6.0103,6.4717,6.4165,5.8956,5.2272,5.0196
ADRM1,8.5476,9.0749,8.9601,8.896,8.5237,8.4613,9.0719,8.7866,8.7631,9.1006
ADSL,10.7502,10.691,11.2024,10.8837,10.7517,11.4491,11.3471,11.482,11.4811,11.6517
ADSS,13.2873,13.1341,13.3171,13.16,13.2265,13.1172,12.9202,13.0178,12.9971,12.9284
ADSSL1,9.7571,9.8145,10.2876,9.5921,9.9482,8.538,8.6537,8.0414,8.5026,8.2677
ADTRP,8.457,7.1208,7.5408,8.406,7.2552,8.4855,8.3271,7.6651,7.9044,8.1218
AEBP1,12.8,11.5176,10.947,11.4035,11.5475,8.8578,8.5954,8.2514,9.1348,9.1783
AEBP2,12.2694,12.1398,12.317,12.3686,12.2731,11.8376,11.7212,11.8647,11.7435,12.2665
AEN,9.4456,8.8279,8.8292,8.7194,9.0544,8.9588,8.3901,8.5334,8.8593,9.1396
AES,10.0179,10.436,10.2206,10.2689,10.2554,10.5002,10.9543,10.9057,10.5947,10.7786
AFAP1,6.802,7.6682,6.7091,7.4121,7.4046,7.8997,7.3326,7.4604,6.7605,6.8815
AFAP1L1,10.2642,10.1809,9.6582,9.4079,9.5314,9.443,9.6747,9.8448,9.2905,9.4396
AFAP1L2,10.5838,10.5538,10.3465,10.1596,10.6056,9.8217,9.9361,9.8463,10.2974,10.093
AFF1,12.0054,11.293,11.2787,11.1202,11.3042,10.196,10.1557,10.3093,10.5428,10.2696
AFF2,8.7397,9.8385,9.0415,9.869,9.7035,10.1732,9.6468,9.6166,10.1303,10.0093
AFF3,4.1366,4.4572,4.607,6.8832,3.6786,5.5583,6.2525,7.1336,7.112,6.6714
AFF4,13.471,13.0799,13.2187,12.927,13.0102,13.4631,13.1553,13.3543,13.0541,13.3973
AFG3L1,10.0876,9.76,9.465,9.066,9.7053,8.5669,8.8537,8.4243,8.6805,8.4448
AFG3L2,10.9348,11.0137,10.9959,10.8384,11.199,11.135,11.0759,10.9882,11.0265,11.2729
AFM,5.8293,7.2688,6.4317,6.265,6.3346,6.6932,7.0706,6.4348,7.4816,6.9007
AFMID,9.0307,8.955,9.0833,8.7806,8.8187,8.2069,7.7882,8.2259,8.2983,7.9409
AFP,7.0646,4.5184,4.7352,3.2479,2.9093,7.2363,6.0548,3.0722,6.1086,3.7281
AFTPH,11.0932,10.9183,10.6358,11.0995,10.9492,11.3416,11.2774,11.3816,11.333,11.3506
AGA,13.0194,12.4635,12.5003,12.455,12.5221,11.2158,10.8304,11.3292,11.3077,11.2743
AGAP1,11.5321,11.1953,11.4827,11.3404,11.3429,11.4144,11.5375,11.2718,11.3085,11.7334
AGAP2,11.0002,11.6309,11.2032,11.5115,11.6249,12.7546,12.4659,12.746,12.6089,12.9171
AGAP3,10.8315,10.9692,10.7715,10.9758,10.8828,11.5942,11.6166,11.5933,11.6194,11.574
AGER,7.7292,7.973,7.7731,7.8042,7.9252,7.9587,7.9885,7.8596,7.6588,7.7989
AGFG1,12.0827,11.6716,11.8059,11.7132,11.8491,11.9024,11.7251,11.9497,11.8123,12.0945
AGFG2,6.8063,6.1398,6.3329,2.3984,6.5231,5.9899,6.9195,6.4084,4.4678,6.1101
AGGF1,12.0151,11.9212,12.008,12.0324,12.1158,12.1656,12.1712,12.3297,12.3216,11.9688
AGK,10.0053,9.9604,10.1214,10.1335,10.1953,10.3914,10.2128,10.1933,10.329,10.4108
AGL,11.2769,11.3473,11.7411,11.48,11.4399,11.4518,11.4675,11.4776,11.3929,11.2415
AGMAT,8.3372,7.2215,7.3485,7.3694,5.6863,6.5321,5.2779,5.7653,5.458,6.6782
AGMO,7.8726,8.4573,8.4662,8.0718,8.5244,8.3152,8.4354,8.9657,8.2517,8.7476
AGO1,11.1901,11.1078,11.2476,10.6937,11.2727,11.4575,11.3361,11.3876,11.2869,11.3787
AGO2,7.8576,8.2313,7.6356,7.8537,7.2842,8.2148,7.5658,7.5374,7.8066,8.229
AGO3,5.8433,6.537,6.5695,5.7259,6.2308,7.2666,6.8982,6.7705,6.7461,5.8402
AGPAT1,9.9735,10.4699,9.8598,9.745,10.2443,10.4628,10.3668,10.5203,10.4412,10.594
AGPAT2,9.7586,8.092,7.9354,8.2997,8.1908,6.4388,6.1708,6.1465,4.3997,7.1745
AGPAT3,10.6411,11.1942,11.1797,10.9949,11.0397,11.8578,11.7353,11.7637,11.8847,11.865
AGPAT4,11.4204,11.1098,11.2363,11.2108,11.3814,11.4154,11.0772,11.5091,11.3262,11.2881
AGPAT5,11.0339,10.6894,10.476,10.6581,10.8119,10.9168,10.4498,10.8759,10.5831,10.3169
AGPAT6,12.2923,12.1822,12.201,12.0519,12.2598,12.0017,11.9383,11.999,11.9457,11.9395
AGPS,7.3524,5.0161,6.1576,6.0232,6.4148,6.2932,6.082,6.2574,6.3579,4.2566
AGR2,5.0647,4.0526,5.8643,5.6708,5.6136,5.9891,5.8525,5.5622,4.8315,5.7043
AGRN,11.5104,11.4978,11.1897,11.2985,11.3085,11.7513,11.8124,11.5511,11.7339,11.8431
AGT,10.4421,10.6744,9.9119,10.541,10.57,11.8176,10.8043,11.0216,11.1857,11.5288
AGTPBP1,12.079,12.3517,12.6827,12.5622,12.4502,13.078,13.1346,13.0526,13.0409,13.0181
AGTR1A,8.2663,6.3397,5.6855,6.3918,6.967,6.6403,6.5027,6.05,6.6297,6.7287
AGTR1B,5.3429,5.5125,5.7719,4.8684,5.9206,6.5161,5.611,6.6564,5.7631,6.2557
AGTR2,6.1032,6.1818,7.2047,6.3537,6.342,6.759,6.1666,6.1022,6.5342,6.616
AGTRAP,10.8116,9.2296,9.2911,9.4484,9.4114,8.7047,8.7941,9.1063,8.938,9.3824
AGXT,6.5893,7.6859,6.8953,6.8369,6.9434,6.8125,7.4817,7.2846,7.2966,6.4336
AGXT2,4.184,3.2026,3.6371,2.2851,5.5768,5.3309,4.0352,5.7993,4.2788,4.4838
AHCTF1,10.7841,10.4943,10.6222,10.6484,10.8257,11.0503,10.8516,10.7874,10.7658,11.1448
AHCY,11.8557,11.5478,11.5964,11.5771,11.628,11.3203,11.0041,11.3026,11.1498,11.4896
AHCYL1,13.8133,13.6179,13.8754,13.7784,13.5934,13.9962,13.9749,13.852,13.9988,13.9895
AHCYL2,11.5046,11.4735,11.4059,11.3623,11.5726,11.9052,11.6705,11.887,11.7938,11.8329
AHDC1,8.2123,8.8652,8.3298,8.6234,8.9288,8.8528,8.9618,9.0455,8.8815,8.9568
AHI1,9.5402,10.0647,10.2343,10.2903,10.008,10.9769,10.9077,10.442,10.7529,10.8474
AHNAK,13.777,12.393,12.2398,12.5368,12.4246,11.0605,10.3667,10.1394,10.9597,10.74
AHNAK2,8.9601,8.4573,8.0144,8.5919,9.1282,7.3207,7.7777,7.0469,7.326,7.7012
AHR,5.9311,6.8767,6.6948,7.1405,6.3823,6.8791,6.6496,6.3537,5.8778,6.4384
AHRR,5.9849,6.0596,6.2062,4.0625,5.5654,5.9532,6.4614,5.9251,6.3605,2.603
AHSA1,12.2243,12.2805,12.3624,12.3168,12.344,12.7901,12.715,12.6763,12.7738,12.6995
AHSG,5.2605,4.3739,4.4711,5.5167,5.2683,5.6484,5.5785,6.2864,5.7976,5.2079
AHSP,2.0776,3.3612,1.9615,5.0954,4.7013,2.5773,6.4182,5.302,3.7669,7.07
AIDA,11.884,11.6012,11.6248,11.5922,11.6011,11.3543,11.037,11.0896,10.8111,11.0187
AIF1,14.297,14.2109,14.6784,14.0518,14.2623,10.5445,9.9343,10.601,10.2483,10.6516
AIF1L,10.1514,9.8416,9.7753,9.79,9.8095,9.1866,9.2841,9.5352,9.7613,9.469
AIFM1,11.7267,11.2976,11.278,11.2583,11.4773,11.1828,11.179,11.1153,11.2419,11.247
AIFM2,8.2409,7.6566,8.2465,8.3932,8.1469,8.2098,8.0077,7.9672,8.152,8.1301
AIFM3,10.1366,9.4154,8.9644,9.9649,9.6453,10.4578,10.5802,10.4339,10.5673,10.2725
AIG1,12.1952,12.1484,12.1717,12.2625,12.2013,12.6451,12.5657,12.5478,12.5537,12.3842
AIM1L,6.463,7.0173,7.3257,7.1162,7.4299,7.6506,7.225,6.2529,7.1237,7.2104
AIMP1,11.9727,11.819,11.7585,12.0479,11.8396,11.9558,11.7988,11.9354,11.8694,11.9577
AIMP2,11.2707,11.2311,11.2756,11.2397,11.344,11.469,11.2364,11.3221,11.3098,11.7033
AIP,10.0353,10.2699,10.6425,10.6004,10.5996,10.519,10.8163,10.6092,10.495,10.7452
AIPL1,6.1356,6.9181,6.9514,7.3291,7.5778,6.506,6.6692,7.2585,6.0696,6.6644
AJAP1,9.1567,9.3956,9.6038,9.6065,9.3593,10.2766,10.2468,10.4408,10.3633,10.8058
AJUBA,9.9538,8.857,9.0259,9.1841,9.2347,8.5256,8.4352,8.3471,8.6407,8.9614
AK1,10.2413,11.0919,11.082,10.7145,10.6575,10.6578,10.7504,10.796,10.6833,11.2755
AK2,12.4244,11.624,11.532,11.729,11.6966,10.119,10.0099,10.1773,9.987,10.0985
AK3,12.2229,11.6665,11.6856,12.1318,11.8402,11.4254,11.4927,11.4348,11.2247,10.7964
AK4,10.6318,11.2386,11.1798,10.73,11.0649,11.4926,11.1061,10.9045,11.007,11.4982
AK6,10.2101,10.4403,10.1462,10.2576,10.2159,10.3617,10.5094,10.6782,10.5586,10.6429
AK7,8.0524,7.3388,5.6762,6.9204,7.4007,6.2065,4.6713,7.3049,7.2131,7.9562
AKAP1,11.1685,10.9163,10.5934,10.8984,10.8783,11.1066,11.0295,11.0819,11.1989,11.5578
AKAP10,11.1829,10.4213,10.4648,10.7433,10.5585,10.4256,10.6943,10.4198,10.3451,10.1636
AKAP11,12.2399,12.7804,12.7905,12.8189,12.7379,13.4609,13.259,13.2415,13.2129,13.5607
AKAP12,11.9385,11.3838,11.2963,11.5826,11.1797,10.8645,11.2442,10.5742,10.9827,10.2053
AKAP13,12.3078,11.9217,12.2912,11.2806,12.0887,10.6344,9.626,10.6696,10.3422,10.621
AKAP14,7.7567,7.0723,6.5816,7.7318,7.0895,6.4555,6.6488,6.6676,6.4108,6.9276
AKAP17A,10.5027,10.7643,10.6099,10.9212,10.4966,10.9388,10.9753,11.1336,10.9371,11.132
AKAP2,12.383,12.5331,12.6006,12.7123,12.5063,12.9839,12.9106,12.7659,12.9039,12.9613
AKAP3,6.961,6.9572,5.3873,7.1541,5.3821,7.5168,6.8944,6.8223,6.038,6.4641
AKAP4,3.2992,3.0122,2.7245,3.4041,1.9975,2.323,4.5771,2.6986,3.0101,4.2323
AKAP5,7.2218,7.7619,8.5626,8.6092,8.3275,9.4814,8.6985,8.9258,8.9564,9.0339
AKAP6,7.1017,7.4504,7.3311,6.6637,7.1902,7.9153,7.5969,7.9615,7.6281,8.1319
AKAP7,12.0887,12.1219,12.2754,12.4577,12.087,12.5747,12.5395,12.6323,12.5948,12.4277
AKAP8,12.0246,11.5874,11.7407,11.4992,11.7301,11.4563,11.5116,11.4734,11.5,11.4751
AKAP8L,10.885,10.9722,11.0124,11.1651,10.9601,11.7189,11.8365,11.6054,11.7908,11.837
AKAP9,11.6137,11.6087,11.822,11.6324,11.7036,12.1594,12.0341,11.8644,11.9726,12.3511
AKIP1,11.8383,11.1007,10.8097,11.0055,11.3352,10.4329,9.9056,9.9991,9.9834,10.4718
AKIRIN1,12.8833,12.6952,12.6776,12.4668,12.7708,12.8246,12.7541,12.7783,12.8314,12.9476
AKIRIN2,7.8998,7.4135,7.9231,7.8743,8.3023,7.5331,7.9834,8.0134,8.0723,8.4048
AKP3,3.5778,4.6967,2.2216,5.5628,4.0946,5.122,4.0248,5.3742,3.8061,5.4877
AKR1A1,14.7993,14.6762,14.7611,14.6418,14.7007,14.5116,14.469,14.4688,14.5,14.5627
AKR1B1,13.2971,12.7177,12.9224,12.8102,12.8771,12.0081,11.9725,12.0302,12.2012,12.2745
AKR1B10,7.7256,8.3418,7.7919,8.5678,8.209,8.1052,8.5284,8.2587,8.2274,8.3462
AKR1B7,5.9881,6.2656,5.6476,6.4707,6.379,5.3263,6.0435,6.6199,6.0397,6.4191
AKR1B8,10.1104,8.863,7.4397,8.8002,8.5214,6.7432,6.6925,7.2439,7.101,7.0308
AKR1C1,1.4878,4.5379,2.0763,2.1415,2.5384,5.3862,2.6159,3.0306,2.9834,3.517
AKR1C12,6.6346,8.1332,5.8306,7.614,7.5941,6.8187,6.4325,6.9519,7.8371,6.1022
AKR1C14,8.8825,7.1321,7.0375,7.5422,7.3504,6.0966,7.1148,6.9234,6.8608,7.0714
AKR1C19,9.9897,9.8,9.3833,9.8952,10.0871,8.623,8.8606,9.0185,9.7576,8.9316
AKR1C3,5.8308,6.0614,5.421,6.3178,5.8264,5.5015,5.5194,6.1111,5.498,6.374
AKR1CL,10.3655,9.6553,8.9246,9.4815,9.6258,8.9633,9.0754,8.8562,9.2224,8.8693
AKR1D1,6.1001,6.532,7.6838,5.4294,7.6737,8.2078,7.654,7.7941,7.7,7.4145
AKR1E2,10.0452,10.9091,10.6168,10.7213,10.9801,10.8953,10.8545,10.8594,10.8932,10.7981
AKR7A2,11.0,10.2029,10.217,10.6128,10.3714,10.131,10.1165,9.997,10.2388,10.069
AKR7A3,8.2413,8.3807,7.9538,8.0431,8.1948,8.0906,8.2064,8.6616,8.0412,8.1803
AKT1,9.8506,8.9716,9.3661,9.0398,9.2427,8.3366,8.9012,8.4343,8.9209,9.065
AKT1S1,10.5899,9.9559,9.9792,10.0874,10.0013,10.3082,10.3598,10.2882,10.3662,10.3857
AKT2,10.2412,9.9716,10.0405,10.0681,9.968,9.994,10.0673,10.3706,10.3695,9.7637
AKT3,8.3812,7.584,8.0534,7.6679,8.0559,7.9058,7.9417,8.1055,7.8353,8.3792
AKTIP,10.9566,11.311,11.3251,11.4187,11.3014,11.7689,11.6741,11.7534,11.6388,11.5726
ALAD,10.6188,10.7029,11.0193,10.7283,10.9177,10.9385,11.0663,11.0248,11.0661,11.0341
ALAS1,11.1639,10.9922,10.9568,11.0282,11.0195,11.1176,11.1026,11.0315,11.1014,10.9688
ALAS2,5.5596,4.9394,6.1584,3.5469,6.3983,6.4488,5.7884,5.8487,6.0324,5.3753
ALB,9.8041,9.0384,10.0262,10.076,9.3604,9.8845,10.8576,10.711,10.5886,9.7056
ALCAM,13.9016,13.4183,13.3652,13.658,13.7034,13.8545,13.7178,13.5738,13.5967,14.0974
ALDH16A1,10.7943,10.4417,10.4679,10.0821,10.5867,8.7982,8.8394,9.2613,9.074,8.9561
ALDH18A1,10.7459,10.6695,10.4934,10.8291,10.8778,10.7465,10.6588,10.5677,10.7082,11.0397
ALDH1A1,9.5408,8.794,8.7955,9.1459,9.2634,10.6964,10.3228,10.6902,10.7342,10.1088
ALDH1A2,12.0642,10.4662,10.1414,10.9878,10.8036,9.4346,8.7741,7.5962,9.2606,9.8011
ALDH1A3,8.1853,6.8848,6.2137,7.6166,6.4251,6.2987,5.8943,5.9106,6.6799,7.0831
ALDH1A7,5.6692,6.7641,5.8084,4.6278,6.1153,2.8375,5.2088,5.9943,5.4616,6.0072
ALDH1B1,8.5592,8.801,9.1963,8.9012,8.4042,9.4577,8.7666,9.1139,9.4581,9.565
ALDH1L1,9.9552,10.5334,10.0162,10.3266,10.5152,10.1888,10.0573,10.3638,10.1378,10.1801
ALDH1L2,8.8108,8.4957,8.3634,7.4071,8.7294,7.3381,6.6976,6.9985,7.5207,7.515
ALDH2,12.2092,11.752,11.2454,11.5593,11.5707,10.8254,10.5055,10.3429,10.7401,10.8514
ALDH3A1,6.843,3.3213,4.4593,6.3362,4.2306,2.7898,3.8378,3.0634,5.48,6.2567
ALDH3A2,12.3669,11.7375,12.0782,11.847,12.0792,11.737,11.6219,11.9303,11.9572,11.7634
ALDH3B1,11.0141,10.8483,10.8535,10.962,11.2599,11.7108,11.7241,12.1754,11.8718,11.5351
ALDH3B2,7.8014,7.6289,8.1176,8.6342,8.8133,10.0371,9.9925,10.0861,9.7425,9.5541
ALDH4A1,10.7526,10.5142,10.1697,10.2553,10.4001,10.217,9.9662,9.8755,10.2572,10.383
ALDH5A1,10.0067,10.645,11.1589,11.4476,10.957,11.7971,11.78,11.6426,11.8376,11.9331
ALDH6A1,12.2974,12.1725,12.2523,12.5599,12.5064,11.987,11.9603,11.9232,11.9841,12.073
ALDH7A1,12.1932,11.5592,11.5931,11.7211,11.9159,11.1527,10.9721,10.9324,11.0788,11.4174
ALDH9A1,12.6243,12.239,12.5994,12.1626,12.2569,11.1002,10.8569,11.1621,11.0921,10.9316
ALDOA,14.9264,14.9558,15.2376,15.0494,15.0008,15.2273,15.2334,15.1508,15.2535,15.0927
ALDOB,3.8016,6.6985,5.9161,5.5461,6.4396,6.5425,6.4026,6.6204,5.2504,6.7157
ALDOC,14.0079,13.9443,14.2238,14.2138,14.1004,14.5259,14.5364,14.486,14.6327,14.4174
ALG1,9.1785,8.875,8.7465,8.8787,9.0396,9.0889,8.5168,8.636,9.013,9.0148
ALG10,11.4156,10.8063,11.18,10.9364,11.3337,11.0431,11.0308,11.043,10.8648,11.2692
ALG11,10.8424,10.1436,10.2788,10.3561,10.4082,10.2105,10.3575,10.3438,10.3191,10.3714
ALG12,8.9712,8.9791,9.0524,8.8793,8.8839,9.0507,8.7018,8.5892,9.0181,9.3122
ALG13,10.6419,10.2153,10.277,10.4982,10.2781,10.7196,10.4653,10.4461,10.489,10.5425
ALG14,11.1639,10.4557,10.6947,10.6629,10.9149,10.6442,10.4976,10.513,10.5886,10.5674
ALG2,11.7475,12.0653,12.0405,12.0805,11.936,12.5122,12.4965,12.3593,12.5744,12.5519
ALG3,8.5996,8.6234,8.4674,8.4146,8.5533,8.7123,8.7818,8.5965,8.5706,9.2357
ALG5,12.3348,11.6773,11.8126,11.8398,11.8958,11.1605,11.1265,11.2983,11.2907,11.326
ALG8,10.4174,10.4111,10.4191,10.5689,10.6386,10.2708,10.1376,10.2544,10.159,10.5484
ALG9,9.6985,9.9232,9.8994,9.8335,10.0347,10.0069,9.8835,9.6577,9.6505,9.9949
ALK,9.5394,9.3604,9.0535,9.1203,9.4342,9.578,9.2264,9.0194,9.0559,9.6114
ALKBH1,10.7625,10.3842,10.3256,10.1876,10.9564,10.782,10.8035,10.5269,10.451,10.8605
ALKBH2,9.5991,9.2452,9.4558,9.4391,9.4264,9.1765,9.2047,9.5927,9.3886,9.1151
ALKBH3,11.567,11.3304,11.3191,11.5553,11.2719,11.1886,11.1712,11.3118,11.2226,11.3257
ALKBH4,8.9256,8.1947,8.1546,8.2743,8.2769,8.6313,8.3654,7.9288,8.4455,8.5998
ALKBH5,11.4565,11.2276,11.402,11.3058,11.3653,11.5073,11.5507,11.4841,11.6366,11.6416
ALKBH6,9.6332,9.7316,9.3426,9.5372,10.0213,10.474,9.2199,10.1888,10.0371,10.004
ALKBH7,11.1043,11.0775,11.3857,11.2874,11.1414,11.2618,10.9094,11.0568,11.1088,11.0578
ALOX12,8.1889,7.8477,8.6871,6.6404,8.2486,4.9466,5.5122,1.5202,6.5779,5.5971
ALOX12E,4.1538,6.1988,4.5492,5.0264,4.6421,5.4168,3.9894,2.0227,2.2687,4.7246
ALOX15,6.379,5.5563,6.3709,6.1807,7.2742,7.0658,6.2276,6.8321,6.7625,7.0369
ALOX5,7.0153,6.1995,6.2788,6.7285,6.6251,6.7123,4.377,5.7127,7.2659,7.4718
ALOX5AP,11.348,10.119,10.4153,10.4608,10.1636,7.9122,7.7006,7.7658,8.0179,7.7707
ALOXE3,7.1387,7.8697,7.8385,8.3397,7.4234,7.9088,7.9462,8.2327,7.4629,7.5395
ALPI,5.7992,4.2907,1.9887,6.9819,3.4971,5.8191,6.243,6.3381,6.2548,3.7798
ALPL,6.0625,6.4437,6.6074,6.48,5.8306,6.6341,4.874,6.0738,5.4162,6.3992
ALS2CL,8.2166,8.3309,8.1925,8.1381,8.4725,7.9403,8.202,8.1304,8.0371,8.2874
ALS2CR11,4.2226,2.7889,5.1776,4.2161,6.2448,3.842,2.7158,4.9833,1.8517,5.4576
ALX1,8.9052,7.1038,5.6837,7.3684,7.7614,5.7462,4.4588,2.7955,5.489,5.7108
ALX3,9.6476,9.117,7.7272,9.1891,8.6464,6.6828,7.0888,6.7462,7.194,7.924
ALYREF,12.0671,11.7039,11.9706,11.9003,11.9083,11.2207,11.3772,11.3898,11.2925,11.4646
AMACR,10.9653,10.3527,10.7989,10.4987,10.5255,10.8276,10.46,10.6302,10.9541,11.0448
AMBN,4.6495,2.7185,3.3164,5.3442,5.7867,6.1466,5.0058,2.5346,5.514,4.7211
AMBP,3.356,6.0553,2.993,5.4371,6.2354,3.932,5.162,3.5024,6.8707,3.7399
AMBRA1,9.5236,9.3535,9.3396,9.2876,9.1339,9.6271,9.7975,9.7114,9.7484,9.6916
AMD1,12.4146,12.662,13.0678,12.8228,12.4127,12.8747,12.928,12.875,12.8877,12.8947
AMDHD2,9.2028,8.9096,9.0325,8.27,8.8897,7.9246,7.5481,8.1814,7.9224,8.2146
AMELX,4.8774,5.3544,4.5864,5.0107,5.8081,3.8738,5.5473,5.1295,4.2964,5.2053
AMER2,9.1622,9.5282,9.8066,8.9082,9.6134,10.4845,9.7923,10.3774,10.1693,10.2019
AMER3,9.3357,9.7948,10.0485,9.8763,9.7373,10.9686,10.6372,10.9674,11.0399,11.1634
AMFR,13.7758,13.595,13.7183,13.7456,13.6354,13.8987,13.8339,13.8629,13.7756,14.0275
AMH,6.2955,6.1625,4.4375,7.0417,6.3419,6.2341,7.6299,5.7721,6.9649,5.9676
AMHR2,7.7031,8.367,7.7233,7.8331,8.2803,7.5864,7.8773,8.1924,8.133,8.14
AMIGO1,9.2027,10.1106,10.2507,10.2197,9.8993,10.8873,10.8402,10.8856,11.0205,10.868
AMIGO2,10.9018,9.8942,9.4722,9.8703,10.0048,10.2007,9.7258,10.3487,9.8732,10.1499
AMIGO3,7.8253,7.7552,7.6507,7.7292,7.8615,8.0853,8.2978,8.09,8.21,7.9233
AMMECR1L,11.3361,10.9235,11.0329,10.9182,11.1068,10.9452,10.891,10.8137,10.8955,11.0104
AMN,7.6442,7.6181,7.1831,7.4915,7.737,7.2014,6.7945,7.8565,7.402,7.3879
AMN1,11.5217,10.928,11.2395,11.4081,11.1327,11.1486,11.3282,11.3816,11.2742,11.6151
AMOT,11.2477,10.8336,10.9497,11.1675,10.8899,11.7478,11.2484,11.2004,11.3378,11.8101
AMOTL1,10.8498,10.2369,10.3569,10.5836,10.4951,10.0146,9.6333,9.9694,9.9215,9.9352
AMOTL2,12.1288,11.4506,11.3538,11.7755,11.6392,10.8798,11.214,11.1069,11.4892,11.0527
AMPD1,6.9012,7.1668,6.8124,7.3174,6.9511,4.4604,5.0117,5.878,5.9758,6.3803
AMPD2,10.8491,10.8208,10.8892,10.7548,10.9457,11.1433,11.1347,11.3455,11.0174,11.3007
AMPD3,12.3606,11.7783,11.9328,11.8629,11.991,11.8068,11.5177,11.5341,11.7771,11.6356
